duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri,user_id,group_no,day
276193.0,0.684052693584663,0.384,0.4029215297658372,0.3596026490066225,0.4006024096385542,7.41e-05,0.8486997635933805,0.207,0.583937378139695,1.9660165174352722e-07,0.0,spotify:track:4fDvXLWwlRTO0hR0gvWUtU,8,4,1
203931.0,0.6015850915711685,0.838,0.6061807237759671,0.5822071018840541,0.0257028112449799,0.0,0.3309692671394799,0.494,0.4283576098176396,4.754653881109504e-07,1.0,spotify:track:71QqD9s0VzH5dlWYInetcy,8,4,1
336326.0,0.6133661775730962,0.869,0.5861043822946488,0.2860927152317881,0.1054216867469879,0.809,0.3617021276595744,0.724,0.618172955614176,1.284468045884053e-07,1.0,spotify:track:3eJiwvVv4tXxUvnAj7JxWN,8,4,1
187467.0,0.813644639605869,0.509,0.5804888791015195,0.2774834437086093,0.393574297188755,0.0442,0.7068557919621749,0.578,0.3660798256680812,2.23506003723322e-07,0.0,spotify:track:4JC2H3j5NOkpiOXTgMVsx7,8,4,1
273020.0,0.8200706865160114,0.727,0.6181457828672099,0.695364238410596,0.1345381526104417,2.4e-06,0.1257683215130023,0.971,0.5723936231219178,3.84587209728225e-07,1.0,spotify:track:3PcocqQL1Qn6LtUxjSlk4R,8,4,1
171446.0,0.6754846310378065,0.909,0.5953167437422007,0.5822071018840541,0.2008032128514056,0.664,0.2813238770685579,0.151,0.6298199334786101,4.754653881109504e-07,2.0,spotify:track:0DclzIpOIyKiJNAkacr3QD,8,4,1
160571.0,0.9089643354396486,0.405,0.502422373926448,0.3483443708609272,0.7208835341365462,1.36e-05,0.2482269503546099,0.398,0.4289941507053561,3.275809455007443e-07,0.0,spotify:track:1mANF3cCUeM70EJRg6UBeO,8,4,1
166928.0,0.6497804433972367,0.412,0.4569478088526756,0.323841059602649,0.7740963855421688,4.52e-05,0.3073286052009456,0.819,0.5514623236609704,2.9294066903095944e-07,0.0,spotify:track:37kyvfifRYQcm5rzoB495c,8,4,1
160500.0,0.3777444575345399,0.0534,0.0432357043235704,0.2165562913907285,0.9819277108433736,0.958,0.2307328605200945,0.266,0.4301525404289483,2.0373831775700934e-07,3.0,spotify:track:5jKUoCq3PWz3bpB1X5dIon,8,4,1
217147.0,0.7472421548677305,0.854,0.5419511120898481,0.3125827814569536,0.3624497991967871,0.8,0.2624113475177305,0.856,0.4808292235348091,2.173642739710887e-07,1.0,spotify:track:594a2gJwaid7KGIn9QhYJL,8,4,1
251600.0,0.7954375066937989,0.212,0.461535638258827,0.2887417218543046,0.9367469879518072,0.95,0.2411347517730496,0.592,0.5044328478036473,1.7329093799682034e-07,0.0,spotify:track:7yYPygAHXo8HlJjqFJHxjb,8,4,1
158987.0,0.0244189782585412,0.0631,0.4676042681527728,0.2801324503311258,0.9819277108433736,0.937,0.2955082742316784,0.0471,0.2871315517834614,2.660594891406216e-07,3.0,spotify:track:59Vt25MOgFp1CkzdRFzMJP,8,4,1
254213.0,0.4719931455499625,0.573,0.5864714086471409,0.1807947019867549,0.0735943775100401,0.0,0.2718676122931442,0.147,0.5837366670489736,1.0739025934944321e-07,0.0,spotify:track:7KExEkFghlVJUnYjzYPmhZ,8,4,1
232496.0812771193,0.739745100139231,0.67,0.4228510607061587,0.3403973509933775,0.1375502008032128,0.506,0.2671394799054373,0.206,0.3716194517719922,1.1693006262810553e-07,0.0,spotify:track:2TFcmVeCGnY4wozqjDvbNK,8,4,1
224333.0,0.6626325372175217,0.877,0.5946927989429641,0.3158940397350993,0.1877510040160642,1.88e-06,0.0893617021276595,0.97,0.7234659938066292,2.1263033080286894e-07,1.0,spotify:track:3DZENCTweqxZ9H0srWEZIC,8,4,1
41440.0,0.4163007389953946,0.254,0.2173530059458269,0.4158940397350993,0.924698795180723,0.388,0.4018912529550827,0.721,0.8437091409565318,4.754653881109504e-07,0.0,spotify:track:0YJiSkutQO1qmKeR6vspFh,8,4,1
49934.0,0.8061475848773696,0.886,0.4743815605960508,0.7086092715231788,0.0207831325301204,0.486,0.1825059101654846,0.239,0.257535267805941,4.754653881109504e-07,2.0,spotify:track:37He57IJo7gkUUHqmn0N6I,8,4,1
179200.0,0.6733426154010924,0.358,0.3429127211333774,0.4682119205298013,0.0615461847389558,0.659,0.3971631205673759,0.645,0.4721068929923156,3.9453125e-07,1.0,spotify:track:70eKN516JGgd1dt5zdlRbb,8,4,1
208980.0,0.4719931455499625,0.664,0.6320193789914116,0.4470198675496689,0.0019979919678714,0.000956,0.2177304964539007,0.134,0.80168597316206,3.2299741602067186e-07,2.0,spotify:track:61yudMS42OFC6KWgmbqwQ7,8,4,1
212093.0,0.6262182713933812,0.737,0.6701167143800925,0.5125827814569536,0.1927710843373494,0.0,0.4680851063829787,0.746,0.3313797453836448,3.649342505410362e-07,1.0,spotify:track:6v6cEJlGrYcSzW0fUi1xAM,8,4,1
106227.0,0.2160222769626218,0.182,0.1929457535051016,0.3086092715231788,0.996987951807229,0.0,0.3002364066193853,0.267,0.2750315403142562,4.38683197303887e-07,0.0,spotify:track:2P5bsaBS0gleW2tTkAPG1r,8,4,1
127596.0,0.536253614651387,0.51,0.3075680833883872,0.2377483443708609,0.8915662650602411,0.954,0.1938534278959811,0.197,0.4577187750888863,2.813567823442741e-07,3.0,spotify:track:5GPazx9jyItMRtg11jWIqx,8,4,1
232811.0,0.8447038663382241,0.653,0.544887322909785,0.3304635761589404,0.1636546184738956,0.732,0.5508274231678487,0.959,0.6502523225140497,2.143369514327072e-07,1.0,spotify:track:7uyen5w5Zba0kMI6EhoqG9,8,4,1
172467.0,0.7611652565063725,0.882,0.6836232841518021,0.476158940397351,0.0676706827309237,2.3e-06,0.6643026004728133,0.544,0.4458424131207707,4.16891347330214e-07,1.0,spotify:track:0sNKiz82ATCvT3f3XVVUUj,8,4,1
269600.0,0.7804433972367998,0.51,0.4463774499009029,0.4841059602649006,0.1295180722891566,0.000331,0.0803782505910165,0.945,0.2545073976373437,2.7114243323442136e-07,1.0,spotify:track:5zXv2ebHiMQLqdGplGH4Y5,8,4,1
252726.0,0.1249866124022705,0.0292,0.4676042681527728,0.3211920529801325,0.931726907630522,0.965,0.2323877068557919,0.0313,0.2338915013189585,1.9190744126049562e-07,3.0,spotify:track:17lUqXGUPuMuiNzNwkGIPq,8,4,1
209933.0,0.8886151868908643,0.378,0.4817587902811422,0.4066225165562914,0.3313253012048193,0.0,0.260047281323877,0.921,0.5817238215391674,2.924742655990245e-07,1.0,spotify:track:61mIw1tlIQpVuWssGOpTnL,8,4,1
232496.0812771193,0.6936917639498767,0.215,0.0027159950084415,0.5907284768211921,0.7309236947791165,1.23e-06,0.3073286052009456,0.522,0.4053675880261497,4.754653881109504e-07,0.0,spotify:track:6UCFZ9ZOFRxK8oak7MdPZu,8,4,1
179040.0,0.739745100139231,0.665,0.6270645232327681,0.2370860927152318,0.078012048192771,1.52e-05,0.657210401891253,0.476,0.5325725427227894,1.9995531724754245e-07,1.0,spotify:track:7eRHytSFVvMRNk1at0HkWs,8,4,1
226844.0,0.596230052479383,0.531,0.6373045584672979,0.4741721854304636,0.4076305220883535,8.38e-06,0.5791962174940898,0.703,0.3203062277784149,3.1563541464618854e-07,1.0,spotify:track:75Nx32mI8GsEug0WoQlyAY,8,4,1
309947.0,0.8232837099710827,0.488,0.3995081846876606,0.5822071018840541,0.497991967871486,0.109,0.0969267139479905,0.57,0.5319187980272966,5.871971659670847e-07,1.0,spotify:track:3e1eQLpeck1GUofDHpSfZN,8,4,1
292600.0,0.2759987147906179,0.227,0.1147324377890331,0.223841059602649,0.8072289156626506,0.572,0.2354609929078014,0.255,0.646025920403716,1.1551606288448393e-07,0.0,spotify:track:7MZLYcyaX93ZxTzeZjzIzY,8,4,1
220032.0,0.3841705044446823,0.0741,0.4686559494971739,0.2516556291390728,0.963855421686747,0.299,0.5106382978723404,0.153,0.5138089230416332,1.727021524141943e-07,0.0,spotify:track:2ONMDaEO7V2RbVRj3iWzMY,8,4,1
226760.0,0.4944843097354611,0.908,0.7446230639359906,0.2490066225165563,0.4467871485943775,0.0131,0.2132387706855792,0.692,0.3804622089689185,1.6581407655671194e-07,2.0,spotify:track:7DKmsHM3bjJHvnkjMp0S6H,8,4,1
336867.0,0.783656420691871,0.623,0.1773104308889378,0.5822071018840541,0.1907630522088353,4.55e-06,0.2529550827423167,0.818,0.4571625186374584,5.283984480521986e-07,1.0,spotify:track:1p80AptLonBW0VilSi6xFj,8,4,1
