duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri,user_id,group_no,day
125036.0,0.682981685766306,0.448,0.4545254349262276,0.5822071018840541,0.8443775100401607,0.0,0.1884160756501181,0.579,0.8252265168023856,4.754653881109504e-07,0.0,spotify:track:0N57cNe2pMnZlDZsHPBpKR,1,2,1
251480.0,0.8843311556174359,0.536,0.5804888791015195,0.5822071018840541,0.048293172690763,0.000135,0.1791962174940898,0.744,0.6013418970065374,7.754095753141403e-07,1.0,spotify:track:79q5QdhFyadSwFzOZJ9ymG,1,2,1
129962.0,0.8329227803362963,0.575,0.3923878734493136,0.5822071018840541,0.0189759036144578,0.00497,0.4473207411412103,0.621,0.6646805826356232,4.754653881109504e-07,2.0,spotify:track:1u6jmEdKp71ku0bgkuns7D,1,2,1
219333.0,0.3584663168041127,0.0525,0.4676042681527728,0.7350993377483444,0.8975903614457832,0.177,0.4473207411412103,0.036,0.5615208166074093,5.060797964738548e-07,0.0,spotify:track:2BgvPUl8mpLAa2ABzHrEtO,1,2,1
175733.0,0.7161829281353753,0.292,0.5355648535564854,0.5822071018840541,0.2921686746987951,0.000748,0.5460992907801419,0.524,0.293743548572084,4.754653881109504e-07,0.0,spotify:track:2S8sebSU3YRqFdD7IZw7le,1,2,1
179542.0,0.8714790617971511,0.852,0.6651985612566982,0.5822071018840541,0.0023995983935742,0.00915,0.151063829787234,0.807,0.5782658561761671,8.577380223011885e-07,2.0,spotify:track:14PzQYfotdfI9fiyZl4eoo,1,2,1
232496.0812771193,0.4462889579093927,0.478,0.4991558393892681,0.2913907284768212,0.7008032128514056,1.46e-05,0.3073286052009456,0.478,0.6341323546278244,1.0351309323000845e-07,0.0,spotify:track:5K6jQyCr2sxKMvcBLI6Zfv,1,2,1
52907.0,0.1367676984041983,0.0608,0.4676042681527728,0.2364238410596026,0.9789156626506024,0.849,0.2695035460992908,0.0714,0.3218373666704898,6.747689341675016e-07,3.0,spotify:track:2tO4XzUDLeLBcW8hsx3PBD,1,2,1
142090.0,0.7772303737817285,0.718,0.5334728033472803,0.8874172185430464,0.215863453815261,0.832,0.4473207411412103,0.217,0.5434453492372979,4.754653881109504e-07,1.0,spotify:track:18YDZkzXYFjqCNYXBqQ77O,1,2,1
118384.0,0.5887329977508835,0.166,0.3189826029508918,0.5867549668874172,0.9909638554216867,0.924,0.2624113475177305,0.225,0.4239477004243606,7.484119475604811e-07,3.0,spotify:track:5b1OOTi5NXuFC06YZyuXK3,1,2,1
256600.0,0.3541822855306843,0.974,0.754789693900022,0.609271523178808,4.889558232931727e-05,7.03e-05,0.4473207411412103,0.146,0.3002580571166418,3.585346843335932e-07,2.0,spotify:track:68mQv5RUC8yKiBQxlSl0I4,1,2,1
296031.0,0.8040055692406555,0.92,0.5610731850546868,0.4582781456953642,0.0003343373493975,0.914,0.1591016548463356,0.32,0.51506480100929,2.337593022352389e-07,2.0,spotify:track:7KMA6MabRbtI4QdphZdh8R,1,2,1
402587.0,0.5598157866552425,0.27,0.2975482639653527,0.3139072847682119,0.8644578313253012,0.872,0.2482269503546099,0.451,0.545177199220094,1.1773852608256105e-07,3.0,spotify:track:2yUk5hBWGU9beINGlx5Pk1,1,2,1
178979.0,0.7922244832387276,0.604,0.4927328782206562,0.7086092715231788,0.4678714859437751,1.44e-06,0.1905437352245862,0.634,0.3834614061245556,5.978355002542197e-07,1.0,spotify:track:6eg9snKOmTcfxJhsd3i7e0,1,2,1
232496.0812771193,0.4120167077219663,0.596,0.6339279160243705,0.223841059602649,0.2710843373493976,0.0,0.4473207411412103,0.201,0.6190216767977978,7.159606264020014e-08,0.0,spotify:track:6sfda4n7moZQvRtUHG3LwN,1,2,1
217619.0,0.3124129806147584,0.143,0.0549805476033178,0.2986754966887417,0.96285140562249,0.276,0.9976359338061463,0.114,0.2855717398784264,2.0724293375118905e-07,0.0,spotify:track:6GLKRIk8YSDDi3BnJIVr4C,1,2,1
197647.0,0.5351826068330299,0.954,0.8089260808926081,0.5622516556291391,0.0005993975903614,0.276,0.0690307328605201,0.4,0.8015254042894826,4.295536992719343e-07,2.0,spotify:track:7vSYYEhHPabaIUYmFC70Mh,1,2,1
226277.0,0.5298275677412445,0.642,0.6147691404242824,0.9735099337748344,0.2339357429718875,0.0,0.201418439716312,0.184,0.3656726688840463,6.496462300631526e-07,1.0,spotify:track:2aFOHfrYfNmSXpXApYEk2o,1,2,1
