duration (ms),danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,spec_rate,labels,uri,user_id,group_no,day
260101.0,0.7954375066937989,0.653,0.6010423548410776,0.2490066225165563,0.6325301204819277,1.32e-06,0.1730496453900709,0.816,0.4289654776923959,1.4455922891492152e-07,1.0,spotify:track:04dZBH1s2UVWz5M02E1agx,2,1,1
322456.0,0.5437506693798864,0.767,0.6780444835939221,0.5822071018840541,0.1556224899598393,0.0,0.8463356973995271,0.554,0.8466509920862484,4.754653881109504e-07,1.0,spotify:track:3ys2QxcyVdBWRBpo6zxlzE,2,1,1
153522.0,0.7161829281353753,0.647,0.5208103941863026,0.5822071018840541,0.0011144578313253,0.0,0.3569739952718676,0.304,0.6300034407615551,4.754653881109504e-07,1.0,spotify:track:0yAEZcLsvZA2o5DbgzvMmM,2,1,1
231640.0,0.4976973331905322,0.304,0.2880789840710562,0.1880794701986755,0.8192771084337349,0.366,0.2241134751773049,0.0392,0.4231849982796192,1.2260404075289245e-07,0.0,spotify:track:1OD2YXIOmfYmBAYfV1maRV,2,1,1
248253.0,0.4912712862803898,0.413,0.5161124568744035,0.3,0.498995983935743,0.899,0.2002364066193853,0.331,0.857821997935543,1.824751362521299e-07,3.0,spotify:track:2iioiK7vlAunMJyyrnG9hi,2,1,1
238749.0,0.6647745528542358,0.818,0.805255817367687,0.2158940397350993,0.1365461847389558,0.0,0.2671394799054373,0.63,0.3658447069618075,1.3654507453434357e-07,1.0,spotify:track:0ucm6QVxFStYTXNOmr5KHv,2,1,1
168770.0,0.5191174895576738,0.782,0.7028921676576378,0.3807947019867549,0.0369477911646586,2.71e-06,0.4473207411412103,0.283,0.560654891616011,3.407003614386444e-07,1.0,spotify:track:3DAi1jysj5785yBbwpWNEs,2,1,1
292800.0,0.6765556388561637,0.589,0.7220509432577259,0.2231788079470198,0.6204819277108434,0.0,0.5839243498817966,0.451,0.594334212639064,1.1509562841530057e-07,1.0,spotify:track:2Z4mhXRWi1ef8eqW8i4hjH,2,1,1
246467.0,0.3466852308021848,0.882,0.7096821551787418,0.6066225165562914,0.0012449799196787,0.0,0.1283687943262411,0.838,0.7082234201169859,3.716521887311486e-07,2.0,spotify:track:42ww6BPoAvs2iALRgLdZRy,2,1,1
227973.0,0.2353004176930491,0.11,0.209205020920502,0.295364238410596,0.9046184738955824,0.000344,0.4473207411412103,0.0687,0.3025805711664182,1.956372026511912e-07,0.0,spotify:track:20Z69nYlMd3CPECRSRCVLc,2,1,1
197240.0,0.8243547177894397,0.694,0.5688908463627689,0.5822071018840541,0.0247991967871485,0.0125,0.8439716312056736,0.808,0.4692739993118477,4.754653881109504e-07,1.0,spotify:track:5TDErCJDnkz8iJkfR11tP8,2,1,1
237480.0,0.4205847702688229,0.45,0.5508698524554063,0.5822071018840541,0.5090361445783133,0.0,0.3687943262411347,0.879,0.818448216538594,4.754653881109504e-07,1.0,spotify:track:4rdUltJUAX6MwN63NbDwP4,2,1,1
232496.0812771193,0.6669165684909499,0.606,0.4553328929017103,0.2662251655629139,0.0010140562248995,0.778,0.2836879432624113,0.243,0.4003154031425622,8.86219941271395e-08,0.0,spotify:track:7z08xzgHCSpbhZycnjeDxl,2,1,1
206133.0,0.2867087929741887,0.607,0.4275489980180577,0.3364238410596026,0.6696787148594379,0.955,0.2222222222222222,0.113,0.5885479986236954,2.464428305996614e-07,3.0,spotify:track:637F1RDXq7KygHPS9fE9Gv,2,1,1
187760.0,0.480561208096819,0.498,0.4294208324157674,0.4278145695364239,0.9929718875502008,0.877,0.4473207411412103,0.921,0.8578621401536874,3.44056242011078e-07,3.0,spotify:track:1bO1yiAlpm5Jj4zsnPLmre,2,1,1
162462.0,0.4420049266359644,0.483,0.2946854584159143,0.5822071018840541,0.9086345381526104,0.0,0.4473207411412103,0.112,0.7942080513820393,4.754653881109504e-07,0.0,spotify:track:4RuMjMhZFmhaBi2kG4aJ5E,2,1,1
186417.0,0.639070365213666,0.856,0.651948909931733,0.3033112582781457,0.0256024096385542,0.0,0.3120567375886525,0.763,0.5379401307489391,2.456857475444836e-07,2.0,spotify:track:4uJcjIFE1DcLaCyc0XgLDu,2,1,1
207328.0,0.7761593659633715,0.715,0.6789253468399031,0.6754966887417219,0.1255020080321285,9.31e-06,0.5153664302600472,0.365,0.5438066292005965,4.91974070072542e-07,1.0,spotify:track:5STe0hPlbFwIk0OkjNRJLa,2,1,1
224613.0,0.5137624504658884,0.487,0.5942156646847243,0.1867549668874172,0.608433734939759,0.0,0.2955082742316784,0.314,0.613332951026494,1.2554927809165096e-07,0.0,spotify:track:5Px6UA0dmCRZeScW9HZ5re,2,1,1
200747.0,0.8350647959730105,0.644,0.5993173309843647,0.3662251655629139,0.3544176706827309,0.00011,0.5177304964539007,0.738,0.3888404633558894,2.754711153840406e-07,1.0,spotify:track:7wsFFptyZ8pcqTQdiQ6pOT,2,1,1
200000.0,0.2695726678804755,0.663,0.4676042681527728,0.6688741721854305,0.8413654618473896,0.878,0.9361702127659576,0.02,0.3023167794471843,5.05e-07,3.0,spotify:track:4jQHltMu5EIuktvQYivjbg,2,1,1
203493.0,0.4505729891828209,0.304,0.3940761946707773,0.2920529801324503,0.8724899598393575,0.874,0.1820330969267139,0.873,0.6321711205413465,2.167150712800932e-07,3.0,spotify:track:6Jwi5Lc78NEuRDweUtG93Z,2,1,1
397747.0,0.4944843097354611,0.174,0.269580855905454,0.1947019867549669,0.5602409638554218,0.0684,0.2035460992907801,0.415,0.7437263447643079,7.3916333749846e-08,0.0,spotify:track:3xn5PJLBLbGYtan6M9puP6,2,1,1
214847.0,0.1399807218592695,0.322,0.3551714013066138,0.2165562913907285,0.8353413654618473,0.922,0.3380614657210401,0.232,0.6464789540084872,1.522013339725479e-07,3.0,spotify:track:5qiwKWfeyB6R6QiikWbFJm,2,1,1
335400.0,0.0842883153047017,0.138,0.2001027673786978,0.2251655629139073,0.7550200803212852,0.794,0.2293144208037825,0.0651,0.3258171808693657,1.0137149672033393e-07,3.0,spotify:track:25oidxMTCVL4uCYbjxzmtn,2,1,1
232496.0812771193,0.4719931455499625,0.702,0.4245393819276223,0.4271523178807947,0.4738955823293173,5.2e-05,0.2458628841607564,0.305,0.4092097717628168,1.4678205936367137e-07,0.0,spotify:track:1QP66iz2yFovOspMq5XCBo,2,1,1
243267.0,0.6904787404948055,0.726,0.564743448579608,0.2178807947019867,0.4357429718875502,1.1e-06,0.227659574468085,0.641,0.5730186948044502,1.35242346886343e-07,1.0,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,2,1,1
230520.0,0.625147263575024,0.616,0.6442413565293987,0.2,0.2128514056224899,0.0,0.541371158392435,0.859,0.4000114692051841,1.3100815547457928e-07,1.0,spotify:track:5lnOifvD9NZKbvB0g7VfcR,2,1,1
187960.0,0.4944843097354611,0.0551,0.4676042681527728,0.3158940397350993,0.993975903614458,0.89,0.2718676122931442,0.532,0.2179321023053102,2.537773994466908e-07,3.0,spotify:track:1ZbpkwlIoay2nefVUGwsGe,2,1,1
148600.0,0.6583485059440933,0.827,0.6527930705424649,0.5822071018840541,0.5823293172690763,0.0,0.8108747044917258,0.94,0.6202718201628628,4.754653881109504e-07,1.0,spotify:track:1IwpsEqMdoLroSCP1JwN73,2,1,1
213812.0,0.8168576630609402,0.72,0.448139176392865,0.5822071018840541,0.1194779116465863,0.0,0.4326241134751772,0.521,0.3253125358412662,4.754653881109504e-07,1.0,spotify:track:6U9wpJlXvKNVNOv5NxTuc8,2,1,1
202323.0,0.2353004176930491,0.981,0.6943037510093224,0.5822071018840541,3.253012048192771e-05,0.863,0.3687943262411347,0.0746,0.720730588370226,4.754653881109504e-07,2.0,spotify:track:3snVL2u6T1ooATEb1BmqAw,2,1,1
291120.0,0.6808396701295918,0.562,0.6267709021507744,0.2039735099337748,0.1526104417670682,0.00281,0.8699763593380614,0.651,0.3001835072829453,1.0579829623522949e-07,0.0,spotify:track:24IFYP3J99HK3aB6xG5jtP,2,1,1
173093.0,0.6883367248580914,0.328,0.4315862878954709,0.2099337748344371,0.7991967871485944,1.38e-05,0.1903073286052009,0.598,0.3942481936001835,1.8313854401968885e-07,0.0,spotify:track:5gA0Yg9MLfYlNRTws3nwYe,2,1,1
219429.0,0.4023776373567526,0.447,0.4642149306320194,0.1874172185430463,0.0388554216867469,0.0615,0.4473207411412103,0.266,0.5710115838972358,1.2897110226998256e-07,0.0,spotify:track:4JDCehi2qnkGoyHyuMaBFf,2,1,1
